name,user rating,user review,is_valid,negative,neutral,positive,compound
Cunk on Life,4.0,"Pump up the jam, pump it up
While your feet are stomping
And the jam is pumping
Look ahead, the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'd find out if you do that
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Post-Chorus]
Make my day
Make my day
Make my day
Make my day
[Pre-Chorus]
Yo, pump up the jam, pump it up
While your feet are stomping
And the jam is pumping
Look ahead, the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'd find out if you do that
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Post-Chorus]
Make my day
Make my, make my day
Make my day
Make my day
Make my, make my make my day
[Bridge]
Yo! Pump up the jam
Pump it up
Pump it up
Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump it
Pump up the jam
Pump it up
Pump it up
Yo! Pump it
Pump up the jam
Pump it
Pump up the jam
Pump up the jam
Pump up the jam
Pump it up
Pump it
Pump it
Pump it
Pump up the jam
Pump up the jam
Pump up the jam
Pump it

[Pre-Chorus]
Pump up the jam
Pump it up
While your feet are stomping
And the jam is pumping
Look at here the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'll find out if you're too bad
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Refrain]
Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam Pump it
Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam Pump it
Pump it up
Pump it up
[Bridge]
Make my day
Make my day
Make my, make my, make
Make my day
Make my day
Make my day
Make my, make my, make
Make my day, yo
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day",True,0.006,0.976,0.018,0.7621
Bo Burnham: Inside,,Put this on the background to show Patrick while I focused on trying to beat Undyne the Undying in Undertale. The fact that I only beat her the moment the special was over probably says a lot about how much this special grabs your attention and doesn't let go no matter what. An instant classic.,True,0.018,0.843,0.139,0.8101
The Cabin in the Woods,4.5,Really fucking dope in spite of Joss Whedon's dialogue's best efforts,True,0.217,0.534,0.249,0.1372
Dìdi (弟弟),4.0,"Really sweet and enjoyable, though I do wish the mom (the most interesting character) was in it more. Old-school YouTube you will always be famous!",True,0.0,0.628,0.372,0.9089
Howard,4.0,"Really touching tribute to an artist we lost far too soon. There's not much available footage of his pre-Little Shop life, which makes the front end of the documentary less engaging than it should be, but it's worth it to see the inspiring, tragic story of his life's work.",True,0.099,0.769,0.133,0.2391
"Sorry, Baby",3.5,"Really wanted to love this, the performances are great, the direction is good, the story structure is excellent. I guess I just found the dialogue to be a little standard and unengaging a lot of the time, especially in comparison to how gripping the wordless nighttime driving scene was. I think the main character using humor to cope is a smart idea that usually worked, but there are some jokes that landed with a thud (my audience of mostly women was dead silent at the 'We...are women' scene). Don't think I heard a single chuckle during the beating a mouse to death scene either.
Ultimately though, it is admirable in a way how refreshingly messy and honest this movie is. It's nice to see life go on in a film that doesn't take an overwhelmingly bleak approach to this subject matter. I really liked it. I think I would've loved it if any line of dialogue stuck out in an exceptional way.",True,0.102,0.685,0.214,0.9597
Over the Garden Wall,3.5,"Reminds me of Infinity Train Season 1! You know, the nice, charming, good one that paved the way for the masterpieces that were Seasons 2 and 3
Though to be fair Infinity Train doesn't have Greg",True,0.0,0.665,0.335,0.9392
Synthwave Horror: Nosferatu,2.0,'Remix culture is an amazing and valid form of artistic expression' and 'this fucking blows' are two statements that can and should exist,True,0.0,0.853,0.147,0.5859
Atlantis: The Lost Empire,4.5,Rewatched it already cause its a fucking masterpiece and i'm sorry if society can't see that,True,0.066,0.711,0.223,0.624
La La Land,4.5,"Rewatched this because Dunkey told me to and surprise surprise it's still magnificent. I'm not super into Ryan Gosling's performance but the gorgeous cinematography, breathtaking musical numbers, electric romantic chemistry, and sublime writing perfectly illustrate why Damien Chazelle is an absolute master of his craft. Not quite as perfect as Whiplash, but it does have the slightly better ending. Hell, maybe the best ending I've ever seen in a movie.",True,0.119,0.558,0.323,0.9691
Knives Out,4.5,"Rian Johnson subverted my expectations except it was good this time
Absolutely brilliant deconstruction of the murder mystery genre. Hardly anything played out in the way I expected, and I was glued to my seat the whole time. The excellent script, tight direction, and wonderful performances all come together to make such a pretty picture. I would've liked more development for some of the characters, but ultimately, I realize that they aren't the focus of the story. Which is great; the structure of this film was wildly subversive and unlike any other mystery I've seen. So satisfying.
And holy shit, Ana de Armas is a fucking star now! I'm so happy, I watched her on this Spanish thriller TV show called El Internado a couple years back. I was so excited to see her play a significant role in Blade Runner 2049, and now I'm beyond thrilled to see her as the lead of a feature film. It's so cool to discover someone early on in their career and watch them achieve huge success; the more movies with her, the better!",True,0.043,0.683,0.274,0.9947
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,3.0,"Ritsuka Fujimaru can't carry a movie! Who would've guessed?
But Mash is pretty epic 😎",True,0.0,0.651,0.349,0.8622
Rushmore,4.0,Rosemary gave this kid way too many chances like she shoulda just let him fake bleed out in the rain,True,0.127,0.697,0.176,0.0516
Aliens,5.0,"Sacrilege to say, I think I may slightly prefer this over the original Alien. I'm undoubtedly a sucker for emotional cores, which this movie provides in spades, while also being arguably Ripley's most compelling outing as a protagonist. (Despite my disdain for it, Alien 3 is a contender for that honor, though I think the equal measure of Ripley grappling with PTSD and stepping into a surrogate mother role for Newt puts her role in this movie over the top.) There's certainly more to be said, and perhaps I will express it all in the future. For now, let me just ponder why that mf Burke wore flannel to check out the potentially hostile alien planet",True,0.061,0.804,0.134,0.7613
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,4.5,"Season 1: Whoa this is a fun quirky demon slaying adventure! :D
This movie: 💀💀💀😭😭😭",True,0.237,0.51,0.253,0.1593
A Close Shave,4.0,Shaun the Sheep getting into Super Mario Maker despite originating in a Wallace and Gromit short is like how Persona got into Smash Bros despite being a Shin Megami Tensei spinoff. In this essay I will,True,0.0,0.842,0.158,0.7506
Funny Girl,3.5,She's so crazzzzzzzzy! Love her!!!!!,True,0.0,0.415,0.585,0.7681
Furiosa: A Mad Max Saga,4.0,"Sickest damn revenge I've ever seen in a movie. Diabolical.
Shoutout to that guy at the Cinemark who recognized me! I would say you made my day, but like, I watched Furiosa right after soooooo",True,0.11,0.808,0.082,0.126
Frozen II,3.0,"Simultaneously feels bigger and smaller than the first film. I was really invested in the first hour and the mystery it was building up, but then the story kinda fizzled out into nothingness. Really wastes the vast majority of its characters, both old and new. Stakes feel relatively low due to the vagueness of the story. Songs ranged from pretty good to pretty forgettable; nothing awful tho.
I can't decide which one I like better; nothing in this movie angered or irritated me like the first one, but nothing was really exceptional (aside from Olaf reenacting the first movie). It's a very weird film to talk about, but I think it was still worthwhile unlike Ralph Breaks My Fucking Patience",True,0.09,0.717,0.193,0.948
Tenet,2.5,Simultaneously Nolan's most ambitious and pedestrian work. Scientists will be studying its unique brand of mediocrity for years to come,True,0.057,0.793,0.15,0.4754
The Hobbit,2.5,So nice of them to make a spinoff movie about Mip from Smiling Friends,True,0.0,0.545,0.455,0.8479
Tall Girl,,So then I said to her 'Taylor Swift? More like Taller Swift' and the entire class laughed. The teacher laughed too and started clapping. Soon the entire school was applauding and the local news came to do a story on me and my amazing joke,True,0.0,0.63,0.37,0.9626
A Real Pain,4.0,"Solidifies Kieran Culkin as one of the most singular, remarkable dramedic actors of his generation. The script could have used more subtlety but Eisenberg's got a lot of potential as a filmmaker!",True,0.0,0.919,0.081,0.4081
Mission: Impossible – Rogue Nation,4.0,"Something about the subdued nature of Rebecca Ferguson's performance made her character a bit hard to emotionally connect with, which resulted in this story not drawing me in quite as much. On the flip side, this is best one for Benji and his relationship with Ethan so far by a long shot. Making him the damsel in the third act was a stroke of sheer brilliance. The underwater scene is not only nail biting, it's a great showcase for how thoroughly Benji believes in Ethan even as Ethan expresses visible unease about his capabilities for the first time. Real heartwarming stuff.
I also fw the opera scene so much obviously. McQuarrie's direction is very capable and solid, I think I need to see more from him to fully understand why he got to make 4 of these though",True,0.027,0.843,0.13,0.9513
