name,user rating,user review
Cunk on Life,4,"Pump up the jam, pump it up
While your feet are stomping
And the jam is pumping
Look ahead, the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'd find out if you do that
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Post-Chorus]
Make my day
Make my day
Make my day
Make my day
[Pre-Chorus]
Yo, pump up the jam, pump it up
While your feet are stomping
And the jam is pumping
Look ahead, the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'd find out if you do that
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Post-Chorus]
Make my day
Make my, make my day
Make my day
Make my day
Make my, make my make my day
[Bridge]
Yo! Pump up the jam
Pump it up
Pump it up
Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump it
Pump up the jam
Pump it up
Pump it up
Yo! Pump it
Pump up the jam
Pump it
Pump up the jam
Pump up the jam
Pump up the jam
Pump it up
Pump it
Pump it
Pump it
Pump up the jam
Pump up the jam
Pump up the jam
Pump it

[Pre-Chorus]
Pump up the jam
Pump it up
While your feet are stomping
And the jam is pumping
Look at here the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'll find out if you're too bad
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
[Refrain]
Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam Pump it
Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam
Pump it up
Pump it up
Yo! Pump up the jam
Pump it up
Pump it up Yo! Pump it!
Pump up the jam Pump it
Pump it up
Pump it up
[Bridge]
Make my day
Make my day
Make my, make my, make
Make my day
Make my day
Make my day
Make my, make my, make
Make my day, yo
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight
Make my day"
Bo Burnham: Inside,,Put this on the background to show Patrick while I focused on trying to beat Undyne the Undying in Undertale. The fact that I only beat her the moment the special was over probably says a lot about how much this special grabs your attention and doesn't let go no matter what. An instant classic.
The Many Adventures of Winnie the Pooh,3.5,Rabbit tries to decorate Pooh's fat ass
The Peanut Butter Falcon,2.5,"Really charming but also kinda boring with some truly awful shot continuity and confusing character motivations. Also I'm not convinced that Dakota Johnson has ever acted before. Also also, I'm not convinced that Jon Bernthal has ever appeared in a movie for longer than 10 minutes.
But on the plus side, Zack steals every scene he's in. Great performance"
The Cabin in the Woods,4.5,Really fucking dope in spite of Joss Whedon's dialogue's best efforts
Dìdi (弟弟),4,"Really sweet and enjoyable, though I do wish the mom (the most interesting character) was in it more. Old-school YouTube you will always be famous!"
Howard,4,"Really touching tribute to an artist we lost far too soon. There's not much available footage of his pre-Little Shop life, which makes the front end of the documentary less engaging than it should be, but it's worth it to see the inspiring, tragic story of his life's work."
"Sorry, Baby",3.5,"Really wanted to love this, the performances are great, the direction is good, the story structure is excellent. I guess I just found the dialogue to be a little standard and unengaging a lot of the time, especially in comparison to how gripping the wordless nighttime driving scene was. I think the main character using humor to cope is a smart idea that usually worked, but there are some jokes that landed with a thud (my audience of mostly women was dead silent at the 'We...are women' scene). Don't think I heard a single chuckle during the beating a mouse to death scene either.
Ultimately though, it is admirable in a way how refreshingly messy and honest this movie is. It's nice to see life go on in a film that doesn't take an overwhelmingly bleak approach to this subject matter. I really liked it. I think I would've loved it if any line of dialogue stuck out in an exceptional way."
Over the Garden Wall,3.5,"Reminds me of Infinity Train Season 1! You know, the nice, charming, good one that paved the way for the masterpieces that were Seasons 2 and 3
Though to be fair Infinity Train doesn't have Greg"
Jaws,3.5,Reminds me of Shark Tale (2004)
Synthwave Horror: Nosferatu,2,'Remix culture is an amazing and valid form of artistic expression' and 'this fucking blows' are two statements that can and should exist
Atlantis: The Lost Empire,4.5,Rewatched it already cause its a fucking masterpiece and i'm sorry if society can't see that
La La Land,4.5,"Rewatched this because Dunkey told me to and surprise surprise it's still magnificent. I'm not super into Ryan Gosling's performance but the gorgeous cinematography, breathtaking musical numbers, electric romantic chemistry, and sublime writing perfectly illustrate why Damien Chazelle is an absolute master of his craft. Not quite as perfect as Whiplash, but it does have the slightly better ending. Hell, maybe the best ending I've ever seen in a movie."
Aladdin,4,Rewatching this after Twisted makes you hate Aladdin so much more for how badly he slandered Jafar in his retelling >:(
Robot Chicken: Star Wars,4,"Rey the Death Star construction worker >>>>> the other Rey
Can't believe how well this holds up lmao"
Knives Out,4.5,"Rian Johnson subverted my expectations except it was good this time
Absolutely brilliant deconstruction of the murder mystery genre. Hardly anything played out in the way I expected, and I was glued to my seat the whole time. The excellent script, tight direction, and wonderful performances all come together to make such a pretty picture. I would've liked more development for some of the characters, but ultimately, I realize that they aren't the focus of the story. Which is great; the structure of this film was wildly subversive and unlike any other mystery I've seen. So satisfying.
And holy shit, Ana de Armas is a fucking star now! I'm so happy, I watched her on this Spanish thriller TV show called El Internado a couple years back. I was so excited to see her play a significant role in Blade Runner 2049, and now I'm beyond thrilled to see her as the lead of a feature film. It's so cool to discover someone early on in their career and watch them achieve huge success; the more movies with her, the better!"
Casablanca,5,Rick the coldest mf in fiction
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,3,"Ritsuka Fujimaru can't carry a movie! Who would've guessed?
But Mash is pretty epic 😎"
Chicago,4,Rob Marshall's immediate falloff as a director after this needs to be studied
Sonic the Hedgehog 2,3.5,Robotnik and Stone didn't even have sex once wtf
Almost Famous,4.5,"'Rock stars have kidnapped my son.'
Not just a highly entertaining movie, but a visceral, palpable experience. A movie that feels entirely authentic in spite of its larger-than-life characters. A real treat of a film that I can't wait to see again."
Love on Delivery,4,Rocky if it was epic
Rushmore,4,Rosemary gave this kid way too many chances like she shoulda just let him fake bleed out in the rain
SK8 the Infinity,3.5,Roy Fire Emblem and his gay lover battle homoerotic vampire Phoenix Wright in a skateboarding competition
Kermit’s Swamp Years,1,ROY'S OUR BOY!
Garfield: A Tail of Two Kitties,1,Ruined my fucking Monday
Aliens,5,"Sacrilege to say, I think I may slightly prefer this over the original Alien. I'm undoubtedly a sucker for emotional cores, which this movie provides in spades, while also being arguably Ripley's most compelling outing as a protagonist. (Despite my disdain for it, Alien 3 is a contender for that honor, though I think the equal measure of Ripley grappling with PTSD and stepping into a surrogate mother role for Newt puts her role in this movie over the top.) There's certainly more to be said, and perhaps I will express it all in the future. For now, let me just ponder why that mf Burke wore flannel to check out the potentially hostile alien planet"
Howl’s Moving Castle,,Saw Howl's Moving Castle.
